# Data1   	  Data2    	  Data3    	  Data4    	  Data5
 2164.09 	  8231.74 	  6266.63 	  4219.41 	  2491.67 	
 2378.16 	  2388.96 	  2652.74 	  4992.05 	  1857.73 	
 2916.29 	  1634.37 	  1467.48 	  2424.97 	  3753.00 	
 2406.53 	  2220.79 	  1565.89 	  2929.51 	  1657.72 	
  892.42 	  2947.79 	  1386.94 	  1373.16 	  6752.39 	
 2165.36 	  2529.05 	  3274.03 	  1994.52 	  1966.17 	
 3562.74 	  2196.56 	  3104.28 	  2844.62 	  2306.74 	
 1003.62 	  1679.61 	  2485.78 	  1931.88 	  1608.74 	
 1604.68 	  1702.34 	  2668.99 	  1350.76 	  2863.76 	
 1604.20 	  3029.69 	  3045.01 	  2571.80 	  2650.92 	
 1111.86 	  5644.51 	  1106.42 	  2073.50 	  6831.30 	
 2146.99 	  1709.47 	  2460.57 	  1388.38 	  1682.24 	
  872.08 	  4275.06 	  2305.19 	  1836.56 	  3100.49 	
 3213.88 	  3538.91 	  2448.71 	  3193.62 	  1586.20 	
 3458.76 	  1558.67 	  1677.48 	  2172.08 	  3139.71 	
 2295.44 	  1439.11 	  1809.56 	  2837.41 	  1554.09 	
 1882.55 	  2168.14 	  1604.44 	  2425.22 	  3034.98 	
 2015.79 	  1662.19 	  1174.78 	  2142.00 	  1769.83 	
 1645.20 	  1676.00 	  1686.99 	  2266.77 	  1703.40 	
 3171.14 	  1408.01 	  1891.24 	  2571.09 	  2664.85 	
 3830.35 	  3956.96 	  1866.43 	  2211.53 	  2434.24 	
 3071.90 	  2101.52 	  2931.43 	  2716.51 	  2266.79 	
 2461.93 	  2758.59 	  2858.60 	  3134.15 	  1668.33 	
 2575.42 	  1396.76 	  2197.59 	  1597.74 	  2480.32 	
 3082.68 	  2165.75 	  2726.18 	  4737.30 	  2372.20 	
 2471.35 	  2387.56 	  2372.93 	  1584.10 	  2829.66 	
 3932.98 	  2177.68 	  4669.89 	  2072.01 	  1827.31 	
 3988.65 	  2963.38 	  3450.73 	  1784.61 	  1603.34 	
 1991.33 	  4817.97 	  1946.91 	  2932.48 	  2205.34 	
 2601.73 	  4438.64 	  2508.83 	  1969.82 	  2132.91 	
 1645.06 	  1923.95 	  1863.91 	  3275.79 	  1929.72 	
 2901.94 	  2873.15 	  2531.96 	  2431.59 	  2150.13 	
 2546.50 	  3790.68 	  2757.26 	  2621.86 	  1679.19 	
 2057.09 	  2741.71 	  2745.52 	  2039.46 	  3035.97 	
 2528.36 	  2565.52 	  3426.51 	  2690.89 	  2175.01 	
 2781.65 	  1258.26 	  3851.11 	  2177.94 	  2813.01 	
  603.42 	  2806.03 	  1419.59 	  4194.79 	  2456.13 	
 1013.63 	  2577.15 	  3765.83 	  2877.69 	  1684.84 	
 2868.44 	  2320.02 	  2499.16 	  2143.65 	  1680.76 	
 2437.72 	  2030.27 	  2018.50 	  1857.08 	  1772.79 	
  839.10 	  4097.64 	  4194.17 	  3086.18 	  2049.28 	
 3611.45 	  2796.89 	  1286.81 	  2103.94 	  1802.06 	
  252.70 	  4917.76 	  2143.47 	  2876.13 	  1859.50 	
 3540.80 	  5685.13 	  4073.11 	  1532.69 	  1530.64 	
 1038.54 	  2165.51 	  1371.63 	  1218.62 	  2872.81 	
 3267.33 	  2505.57 	  1077.82 	  2782.67 	  1881.85 	
 1923.86 	  2096.58 	  2415.21 	  3187.43 	  3481.43 	
 3369.38 	  2548.56 	  2058.88 	  2760.19 	  1750.96 	
 2598.20 	  4864.97 	  2902.99 	  1768.90 	  2018.33 	
 1876.34 	  1621.38 	  4269.72 	   862.08 	  1815.76 	
 2276.93 	  4388.29 	  2580.24 	  3144.80 	  1582.03 	
 2876.79 	  2111.27 	   909.86 	  2648.23 	  1581.14 	
 1988.63 	  3531.73 	  1270.85 	  1387.35 	  1925.48 	
 1998.13 	  1415.02 	  2297.22 	  3462.31 	  1527.85 	
 2151.18 	  5045.83 	  2086.85 	  3973.49 	  4174.76 	
